Patent_ID,Patentee_ID,Title,Subject,Inventor,Expense in US$,Patent_Attorney_ID,Patent_Examiner_ID,Office_ID,Date_of_Grant,Date_of_Expiry,Opposition_Filled_Status,Filling_Language,Validation_States
171972,100539,Te-based chalcogenide materials for selector applications,Sociology,A. Velea,425527,345157,500157,,1991-08-03,2011-08-03,True,German,Expired
171975,100330,Dark current reduction in microjunction-based double electron barrier type-II InAs/InAsSb superlattice long-wavelength infrared photodetectors,Sociology,Romain Chevallier,651596,345158,500158,,2011-03-23,2031-03-23,False,German,Approved
171983,101054,Cross-plane Thermoelectric and Thermionic Transport across Au/h-BN/Graphene Heterostructures,Sociology,Nirakar Poudel,219366,345159,500159,,2015-01-10,2035-01-10,False,German,Approved
171984,101434,Direct Generation and Detection of Quantum Correlated Photons with 3.2 um Wavelength Spacing,Sociology,Yong Meng Sua,676302,345160,500160,,2021-10-10,2041-10-10,True,German,Approved
171993,100164,Optimization-based Dielectric Metasurfaces for Angle-Selective Multifunctional Beam Deflection,Sociology,Jierong Cheng,136515,345161,500161,,2019-04-15,2039-04-15,False,German,Approved
171997,100043,Axion dark matter detection by laser induced fluorescence in rare-earth doped materials,Sociology,Caterina Braggio,28410,345162,500162,,1995-09-04,2015-09-04,False,German,Expired
171998,100269,Selective dual-band metamaterial perfect absorber for infrared stealth technology,Sociology,Jagyeong Kim,950366,345163,500163,,2016-10-27,2036-10-27,False,German,Approved
172002,100639,Uncovering different states of topological defects in schlieren textures of a nematic liquid crystal,Sociology,Takuya Ohzono,448328,345164,500164,,1993-05-13,2013-05-13,True,German,Expired
172003,101531,Soft porous silicone rubbers with ultra-low sound speeds in acoustic metamaterials,Sociology,Abdoulaye Ba,937146,345165,500165,,2005-05-04,2025-05-04,True,German,Approved
172005,100892,Broadband Silicon-On-Insulator directional couplers using a combination of straight and curved waveguide sections,Media,George F. R. Chen,746694,345166,500166,,2015-05-28,2035-05-28,False,German,Approved
172014,101865,Optical tweezing and binding at high irradiation powers on black-Si,Media,Tatsuya Shoji,951760,345167,500167,,1983-06-08,2003-06-08,True,German,Expired
172015,100804,"Indium gallium nitride-based ultraviolet, blue, and green light-emitting diodes functionalized with shallow periodic hole patterns",Media,Hyun Jeong,406153,345168,500168,,1985-07-06,2005-07-06,True,German,Expired
172016,101231,Inertia-driven resonant excitation of a magnetic skyrmion,Media,Takayuki Shiino,577103,345169,500169,,1998-04-28,2018-04-28,False,German,Expired
172018,101889,"Symmetry breaking, Josephson oscillation and self-trapping in a self-bound three-dimensional quantum ball",Media,S. K. Adhikari,823100,345170,500170,,2011-10-20,2031-10-20,True,German,Approved
172022,101881,Low-Temperature Growth of Hydrogenated Amorphous Silicon Carbide Solar Cell by Inductively Coupled Plasma Deposition Toward High Conversion Efficiency in Indoor Lighting,Media,Ming-Hsuan Kao,308982,345171,500171,,1985-03-08,2005-03-08,True,German,Expired
172029,101070,Photonic time crystals,Media,Lunwu Zeng,471350,345172,500172,,1986-04-24,2006-04-24,False,German,Expired
172038,100995,Hybrid organic-inorganic polariton laser,Media,G. G. Paschos,846340,345173,500173,,1998-02-20,2018-02-20,True,German,Expired
172044,100196,Measuring nanoscale viscoelastic parameters of cells directly from AFM force-displacement curves,Media,Yuri M. Efremov,873802,345174,500174,,2008-05-28,2028-05-28,False,German,Approved
172048,100455,Generating Localized Plasmonic Fields on an Integrated Photonic Platform using Tapered Couplers for Biosensing Applications,Media,Gurpreet Singh,615459,345175,500175,,1980-01-07,2000-01-07,False,German,Expired
172057,101876,Magnetic field observations in CoFeB/Ta layers with 0.67-nm resolution by electron holography,Media,Toshiaki Tanigaki,135760,345176,500176,,1996-05-02,2016-05-02,True,German,Expired
172060,102038,Blue Laser Diode Enables Underwater Communication at 12.4 Gbps,Media,Tsai-Chen Wu,109219,345177,500177,,2013-04-21,2033-04-21,True,German,Approved
172066,100286,Tunable metasurfaces via subwavelength phase shifters with uniform amplitude,Media,Shane Colburn,704561,345178,500178,,1986-10-28,2006-10-28,True,German,Expired
172071,101557,Directional beaming of light from a subwavelength metal slit with phase-gradient metasurfaces,Media,Hua Zhu,44046,345179,500179,,2009-09-11,2029-09-11,False,German,Approved
172074,100857,Experimental verification of the rotational type of chiral spin spiral structures by spin-polarized scanning tunneling microscopy,Media,Masahiro Haze,348611,345180,500180,,1996-08-18,2016-08-18,False,German,Expired
172081,101374,Strain induced polarization chaos in a solitary VCSEL,Media,T. R. Raddo,478432,345181,500181,,2011-10-12,2031-10-12,True,German,Approved
172086,101960,Dual-cavity feedback assisted DFB narrow linewidth laser,Media,Shihong Huang,42528,345182,500182,,1980-05-22,2000-05-22,True,German,Expired
172092,100101,Remarkably High Mobility Thin-Film Transistor on Flexible Substrate by Novel Passivation Material,Media,Cheng Wei Shih &,747612,345183,500183,,2017-05-04,2037-05-04,False,German,Approved
172097,102447,QED cascade with 10 PW-class lasers,Media,Martin Jirka,302491,345184,500184,,2019-03-16,2039-03-16,True,German,Approved
172103,100075,"Deposition of topological silicene, germanene and stanene on graphene-covered SiC substrates",Media,Filipe Matusalem,685932,345185,500185,,2010-04-19,2030-04-19,False,German,Approved
172110,102225,Highly (001)-textured p-type WSe2 Thin Films as Efficient Large-Area Photocathodes for Solar Hydrogen Evolution,Media,Farabi Bozheyev,499622,345186,500186,,1983-09-15,2003-09-15,False,German,Expired
172119,102075,Pinning and hysteresis in the field dependent diameter evolution of skyrmions in Pt/Co/Ir superlattice stacks,Media,K. Zeissler,911310,345187,500187,,2016-08-04,2036-08-04,True,German,Approved
172124,102149,Wavelength-tunable passively mode-locked mid-infrared Er3+-doped ZBLAN fiber laser,Media,Yanlong Shen,607732,345188,500188,,2012-07-07,2032-07-07,False,German,Approved
172131,100868,Entropy production selects nonequilibrium states in multistable systems,Media,Robert G. Endres,236197,345189,500189,,2010-06-13,2030-06-13,False,German,Approved
172134,101374,Fabrication of full-color GaN-based light-emitting diodes on nearly lattice-matched flexible metal foils,Media,Hyeryun Kim,718135,345190,500190,,2019-06-17,2039-06-17,True,German,Approved
172142,100740,"Biotechnology, medicine, and computer science",Media,Lillian L. Burt,815163,345191,500191,,1999-08-26,2019-08-26,False,German,Expired
172149,101140,Neuron networks and machine learning,Media,Lois F. Cantrell,409459,345192,500192,,1991-02-26,2011-02-26,True,German,Expired
172152,102007,Big data analysis,Media,Lisandra V. Lopez,137769,345193,500193,,1992-05-15,2012-05-15,False,German,Expired
172156,101270,Virtual reality and its connection to human perception,Media,Hayes K. Holder,368637,345194,500194,,1986-08-27,2006-08-27,False,German,Expired
172157,100173,The success of computer-assisted education,Media,Molly A. Brennan,296445,345195,500195,,2002-11-04,2022-11-04,True,German,Approved
172162,101363,Computer assistance in support services,Media,Willa Q. Nunez,295954,345196,500196,,2012-11-12,2032-11-12,False,German,Approved
172169,100338,Database architecture and management,Media,Anthony O. Sweeney,560356,345197,500197,,2019-04-15,2039-04-15,True,German,Approved
172172,100877,Human-computer interactions. The importance of usability,Media,Preston S. Sims,243573,345198,500198,,1996-04-04,2016-04-04,False,German,Expired
172181,102189,The limits of computation and communication,Media,Solomon I. Mathis,178179,345199,500199,,2001-12-03,2021-12-03,False,German,Approved
172186,102099,Computers and media. Where is the line between art and math modeling?,Media,Martena Q. Powell,251079,345200,500200,,2009-05-15,2029-05-15,True,German,Approved
172188,100713,Why there are so much programming languages?,Media,Elton P. Sheppard,628566,345001,500201,,1984-08-26,2004-08-26,False,German,Expired
172189,100042,Digital security versus private information,Media,Samuel Z. Hicks,648283,345002,500202,,2007-02-26,2027-02-26,True,German,Approved
172193,101001,Encrypting and decrypting,Media,Claudia S. England,952726,345003,500203,,1982-05-25,2002-05-25,True,German,Expired
172199,100868,Quantum computers. Are they the future?,Media,Neve E. Sheppard,711194,345004,500204,,1993-05-16,2013-05-16,True,German,Expired
172208,101518,Is the evolution of search algorithms finished?,Media,Wynter J. Farley,809423,345005,500205,,2020-08-01,2040-08-01,False,German,Approved
172211,100053,The importance of open source software,History,Dorian H. Foreman,987301,345006,500206,,2002-12-15,2022-12-15,True,German,Approved
172212,100160,Portable gadgets and the peculiarities of software development for them,History,Cedric A. Logan,322115,345007,500207,,2016-10-14,2036-10-14,True,German,Approved
172218,102269,Cloud storages: advantages and disadvantages,History,Michelle R. Hyde,303787,345008,500208,,1990-04-08,2010-04-08,False,German,Expired
172224,100961,Computer viruses: the main principles of work and the hazards,History,Uriel G. Lester,306381,345009,500209,,2004-08-18,2024-08-18,False,German,Approved
172233,100681,"DDOS attacks, their danger on the global scale and their prevention",History,Dexter P. Stark,370412,345010,500210,,2013-12-03,2033-12-03,False,German,Approved
172239,102135,Is SCRUM methodology the best-invented one for computer science?,History,Drake F. Morrison,209824,345011,500211,,1996-07-25,2016-07-25,True,German,Expired
172248,100865,The online medicine apps: can they sometimes substitute the treatment of real doctors?,History,Vivien N. Patterson,550751,345012,500212,,1986-11-27,2006-11-27,True,German,Expired
172253,102135,5G Wireless System: is it the future?,History,Grace A. Workman,547476,345013,500213,,2006-06-18,2026-06-18,True,German,Approved
172257,102411,"Windows, macOS, UNIX – what OS is the most perspective now?",History,Preston D. Gallegos,267921,345014,500214,,2001-01-25,2021-01-25,False,German,Approved
172266,102318,Biometric systems and recognizing,History,Clinton N. Nash,260223,345015,500215,,1995-09-22,2015-09-22,False,German,Expired
172272,100828,Ethical hacking. Who are the “white hat hackers”?,History,Aretha Q. Snider,525328,345016,500216,,1991-12-07,2011-12-07,False,German,Expired
172280,100922,Cyborgs: is it sci-fi or nearest future?,History,Connor Y. Alvarado,192117,345017,500217,,1999-11-01,2019-11-01,False,German,Expired
172282,101136,The ATM and bank security,History,Yvette N. Walsh,798415,345018,500218,,1998-01-11,2018-01-11,True,German,Expired
172291,101913,The evolution of torrents,History,Ezra G. Preston,640313,345019,500219,,1997-01-12,2017-01-12,True,German,Expired
172295,100295,What is blockchain?,History,Kathleen L. Steele,289110,345020,500220,,2011-02-11,2031-02-11,False,German,Approved
172296,102135,"The Lottery Ticket Hypothesis: Finding Sparse, Trainable Neural Networks",History,Kaye J. Delaney,699299,345021,500221,,1985-09-16,2005-09-16,False,German,Expired
172297,100438,Challenging Common Assumptions in the Unsupervised Learning of Disentangled Representations,History,Tanya U. Mcmahon,688902,345022,500222,,1981-07-04,2001-07-04,False,German,Expired
172305,101002,Meta-Learning Update Rules for Unsupervised Representation Learning,History,Mark M. Carhart,347080,345023,500223,,1989-05-15,2009-05-15,True,German,Expired
172310,100827,On the Variance of the Adaptive Learning Rate and Beyond,History,"Andrei Shleifer, Robert W. Vishny",240956,345024,500224,,1991-01-14,2011-01-14,False,German,Expired
172315,100102,XLNet: Generalized Autoregressive Pretraining for Language Understanding,History,"Rafael La Porta, Florencio Lopez-De-Silanes, Andrei Shleifer",703337,345025,500225,,2007-03-23,2027-03-23,True,German,Approved
172322,101981,ALBERT: A Lite BERT for Self-supervised Learning of Language Representations,History,"NARASIMHAN JEGADEESH, SHERIDAN TITMAN",317948,345026,500226,,2012-12-02,2032-12-02,False,German,Approved
172325,100740,Transferable Multi-Domain State Generator for Task-Oriented Dialogue Systems,History,"EUGENE F. FAMA, KENNETH R. FRENCH",236529,345027,500227,,1983-12-17,2003-12-17,False,German,Expired
172329,101932,A Theory of Fermat Paths for Non-Line-of-Sight Shape Reconstruction,History,"RAFAEL LA PORTA, FLORENCIO LOPEZ-DE-SILANES, ANDREI SHLEIFER, ROBERT W. VISHNY",418913,345028,500228,,2019-04-22,2039-04-22,False,German,Approved
172334,101517,Social Influence as Intrinsic Motivation for Multi-Agent Deep Reinforcement Learning,History,MICHAEL C. JENSEN,767881,345029,500229,,2020-01-12,2040-01-12,False,German,Approved
172338,101587,Learning Existing Social Conventions via Observationally Augmented Self-Play,History,Edward I. Altman,177844,345030,500230,,2004-04-13,2024-04-13,True,German,Approved
172345,101889,The history of mathematics,History,"Kent Daniel, David Hirshleifer, Avanidhar Subrahmanyam",217292,345031,500231,,1983-07-15,2003-07-15,False,German,Expired
172350,101253,Greek math theories and inventions,History,"EUGENE F. FAMA, KENNETH R. FRENCH",461386,345032,500232,,2001-02-27,2021-02-27,False,German,Approved
172359,100830,The math of ancient great buildings,History,"WERNER F. M. De BONDT, RICHARD THALER",914596,345033,500233,,2003-05-05,2023-05-05,True,German,Approved
172366,102231,The math of Universe. Universal constants,History,"LAWRENCE R. GLOSTEN, RAVI JAGANNATHAN, DAVID E. RUNKLE",477040,345034,500234,,1992-04-18,2012-04-18,False,German,Expired
172373,101889,Astronomy and math. How can we know about what we have never seen?,History,"Ronald C. Anderson, David M. Reeb",563589,345035,500235,,2012-09-23,2032-09-23,False,German,Approved
172378,101400,The greatest mathematicians and their role in the history,History,"RAGHURAM G. RAJAN, LUIGI ZINGALES",488559,345036,500236,,1998-11-15,2018-11-15,False,German,Expired
172384,100711,The greatest math invention in history,Cyber Security,Harry Markowitz,910159,345037,500237,,2008-04-05,2028-04-05,True,German,Approved
172385,100355,Euclidean and non-Euclidean geometries. Going beyond the space we used to,Cyber Security,William Vickrey,76916,345038,500238,,1988-11-20,2008-11-20,False,English,Expired
172390,100952,Unsolved problems in math,Cyber Security,"Andrei Shleifer, Robert W. Vishny",787263,345039,500239,,1994-08-09,2014-08-09,False,English,Expired
172395,101456,Math and Quantum theory,Cyber Security,William F. Sharpe,984753,345040,500240,,2013-12-04,2033-12-04,True,English,Approved
172402,101116,Math and Philosophy,Cyber Security,"Ravi Bansal, Amir Yaron",551601,345041,500241,,1987-01-22,2007-01-22,True,English,Expired
172405,102056,Art and math: are they connected?,Cyber Security,"MALCOLM BAKER, JEFFREY WURGLER",710563,345042,500242,,2018-05-22,2038-05-22,True,English,Approved
172413,102456,Algebra,Cyber Security,"ANDREW ANG, ROBERT J. HODRICK, YUHANG XING, XIAOYAN ZHANG",159967,345043,500243,,1989-02-03,2009-02-03,True,English,Expired
172417,102384,Number theory,Cyber Security,"MITCHELL A. PETERSEN, RAGHURAM G. RAJAN",701291,345044,500244,,2007-01-22,2027-01-22,True,English,Approved
172424,101273,Math and the AI concepts,Cyber Security,"Harrison Hong, Jeremy C. Stein",120383,345045,500245,,2006-08-18,2026-08-18,False,English,Approved
172430,100616,Math in nature,Cyber Security,"Rafael La Porta, Florencio Lopez-De-Silanes, Andrei Shleifer, Robert Vishny",731376,345046,500246,,2001-08-28,2021-08-28,False,English,Approved
172432,101671,Math in our daily life,Cyber Security,"SHERIDAN TITMAN, ROBERTO WESSELS",734706,345047,500247,,1981-06-10,2001-06-10,True,English,Expired
172441,100438,Math and Probabilities,Cyber Security,"Kristin J. Forbes, Roberto Rigobon",859374,345048,500248,,1987-11-15,2007-11-15,True,English,Expired
172449,101729,Fundamental mathematical theorems,Cyber Security,"Stijn Claessens, Simeon Djankov, Joseph P. H. Fan, Larry H. P. Lang",396635,345049,500249,,1982-11-02,2002-11-02,False,English,Expired
172454,100190,Sports and math,Cyber Security,EUGENE F. FAMA,342117,345050,500250,,1982-04-22,2002-04-22,True,English,Expired
172457,101965,Is Math unique for humans only?,Cyber Security,"JOSEF LAKONISHOK, ANDREI SHLEIFER, ROBERT W. VISHNY",711332,345051,500251,,2003-02-27,2023-02-27,True,English,Approved
172465,100995,STEM Education: why math is so important?,Cyber Security,Terrance Odean,543530,345052,500252,,2005-05-05,2025-05-05,True,English,Approved
172470,100884,Math and formal logic,Cyber Security,Robert C. Merton,614769,345053,500253,,1980-10-03,2000-10-03,False,English,Expired
172479,102451,The math of time,Cyber Security,"Brad M. Barber, Terrance Odean",24077,345054,500254,,1992-05-18,2012-05-18,True,English,Expired
172484,101723,Math and gender,Cyber Security,"Erik R. Sirri, Peter Tufano",993910,345055,500255,,2015-01-08,2035-01-08,False,English,Approved
172488,100618,Thermoelectric materials,Cyber Security,ROBERT C. MERTON,688639,345056,500256,,2011-11-24,2031-11-24,False,English,Approved
172496,102243,Enhanced performance separators,Cyber Security,RAGHURAM G. RAJAN,319108,345057,500257,,1992-11-02,2012-11-02,True,English,Expired
172500,101231,The chemical properties of the artificial organic tissues,Cyber Security,"TIM LOUGHRAN, JAY R. RITTER",785056,345058,500258,,1981-06-24,2001-06-24,True,English,Expired
172503,101116,Environmental toxicology,Cyber Security,JAY R. RITTER,859077,345059,500259,,1997-02-24,2017-02-24,False,English,Expired
172506,100736,Bioconjugates in chemical biology,Cyber Security,"Malcolm Baker, Jeffrey Wurgler",41686,345060,500260,,1996-03-12,2016-03-12,True,English,Expired
172509,101201,Chemistry of nanoreactors,Cyber Security,PAUL C. TETLOCK,992520,345061,500261,,2008-09-21,2028-09-21,False,English,Approved
172511,101438,Chemical neuroscience and behaviour,Cyber Security,Edward M. Miller,765682,345062,500262,,2005-07-22,2025-07-22,False,English,Approved
172517,100578,Atmospheric physical chemistry,Cyber Security,"ROBERT F. ENGLE, VICTOR K. NG",444218,345063,500263,,2004-07-03,2024-07-03,False,English,Approved
172526,100554,Enzymology in chemical toxicology,Cyber Security,"François Longin, Bruno Solnik",264799,345064,500264,,2018-08-16,2038-08-16,False,English,Approved
172530,100867,Process intensification,Cyber Security,G. WILLIAM SCHWERT,213063,345065,500265,,1999-04-22,2019-04-22,True,English,Expired
172534,101132,Adverse outcome pathways,Cyber Security,"ULRIKE MALMENDIER, GEOFFREY TATE",430674,345066,500266,,1993-08-12,2013-08-12,True,English,Expired
172543,100724,Battery science and technology,Architecture,"Campbell R. Harvey, Akhtar Siddique",112658,345067,500267,,1990-11-17,2010-11-17,False,English,Expired
172547,102468,Photons and physical chemistry,Architecture,Michael C. Jensen,267274,345068,500268,,1999-11-25,2019-11-25,False,English,Expired
172553,101418,Climate chemistry,Architecture,"MILTON HARRIS, ARTUR RAVIV",526108,345069,500269,,2001-03-07,2021-03-07,False,English,Approved
172558,102295,Ionization methods in mass spectrometry,Architecture,"Joshua D. Coval, Tobias J. Moskowitz",924544,345070,500270,,2001-07-17,2021-07-17,False,English,Approved
172564,102387,Pesticides and their chemical influence,Architecture,"David Easley, Maureen O'hara",768062,345071,500271,,2014-04-27,2034-04-27,False,English,Approved
172572,101142,Food dyes and their chemistry,Architecture,"Narasimhan Jegadeesh, Sheridan Titman",387756,345072,500272,,2014-01-01,2034-01-01,True,English,Approved
172580,100110,The chemistry of allergy,Architecture,David Sloan,876904,345073,500273,,1981-12-08,2001-12-08,False,English,Expired
172584,101217,Bonding of fluorine and inert gases,Architecture,E. A. Baltz,830065,345074,500274,,1984-04-19,2004-04-19,False,English,Expired
172585,100026,Methods of stabilising lithium to prevent its corrosion on contact with oxygen,Architecture,M. J. Owens,195219,345075,500275,,2020-03-14,2040-03-14,False,English,Approved
172593,100401,A look at surface tension and its implications for the future of transportation,Architecture,Fangfang Wei,195525,345076,500276,,2020-04-23,2040-04-23,False,English,Approved
172600,101301,Beryllium and its ability to ameliorate the strengths of other metals to which it is added,Architecture,Yakov Galutin,302154,345077,500277,,1993-05-28,2013-05-28,True,English,Expired
172602,101849,A look at the use of hydrogen in discovering the presence of oxygen,Architecture,Junliang Dong,873225,345078,500278,,2017-12-09,2037-12-09,False,English,Approved
172604,101093,Exploring the differences and similarities between ionic and covalent bonds,Architecture,K. Yoshimatsu,516722,345079,500279,,2003-01-09,2023-01-09,True,English,Approved
172605,100455,The ramifications of silicon as a semiconductor being used heavily in the practice of cosmetic surgery,Architecture,Takuya Miwa,618985,345080,500280,,1991-03-27,2011-03-27,False,English,Expired
172611,101602,The history of politics: when and how it was created and how it evolved,Architecture,Robin Diekmann,154903,345081,500281,,1983-05-17,2003-05-17,False,English,Expired
172616,100779,The politics and war history: is every war a political decision?,Architecture,Carlos Sabín,609183,345082,500282,,2009-10-10,2029-10-10,True,English,Approved
172624,101913,Political science overview. Basics and methodology,Architecture,Chenchen Zhang,772991,345083,500283,,1999-01-05,2019-01-05,True,English,Expired
172626,100508,Political Psychology,Architecture,Dianmin Lin,917840,345084,500284,,1985-07-12,2005-07-12,True,English,Expired
172629,101618,The influence of cultural norm on politics,Architecture,Sandeep Munjal &,121974,345085,500285,,2015-08-15,2035-08-15,False,English,Approved
172637,100946,Politics and religion: is politics always rational?,Architecture,Riccardo Marchetti,420676,345086,500286,,1985-12-17,2005-12-17,True,English,Expired
172642,101016,The prominent personalities in politics (choose the country and timeframe),Architecture,Jong-Young Hong,181807,345087,500287,,1998-04-28,2018-04-28,False,English,Expired
172644,100812,The political decisions that changed the history,Architecture,Hongsheng Zhang,786502,345088,500288,,2021-01-12,2041-01-12,True,English,Approved
172651,100827,The causes and consequences of civil wars,Architecture,Seungyeop Choi,491553,345089,500289,,2005-02-12,2025-02-12,False,English,Approved
172653,101742,Is terrorism a political instrument?,Architecture,Taichi Morita,689450,345090,500290,,2007-07-12,2027-07-12,True,English,Approved
172654,101400,The importance of social movements in politics,Architecture,Ivan Kruglov,705401,345091,500291,,1983-07-02,2003-07-02,False,English,Expired
172659,100081,Populism: what is it and how does it work?,Architecture,T. L. Jin,849911,345092,500292,,2003-05-18,2023-05-18,False,English,Approved
172663,101576,Totalitarian regimes: similarities and differences,Architecture,Qianli Chen &,78628,345093,500293,,2017-04-28,2037-04-28,True,English,Approved
172667,101136,Divided governments: examples and principles of work,Architecture,Jen-Hsiang Hsieh,173305,345094,500294,,2003-04-10,2023-04-10,True,English,Approved
172672,100834,The types and peculiarities of electoral systems,Architecture,Joya Zeitouny,965939,345095,500295,,2005-04-01,2025-04-01,True,English,Approved
172681,101231,"Federalism, Confederalism and Unitary Systems. Why such form appear and how they operate?",Architecture,Raouf Dridi &,566019,345096,500296,,2007-10-08,2027-10-08,False,English,Approved
172688,100815,Presidential republics versus parliamentary republics,Racism,Asir Intisar Khan,263192,345097,500297,,1994-08-17,2014-08-17,True,English,Expired
172690,101273,The ancient and modern examples,Racism,Unai Alvarez-Rodriguez,223355,345098,500298,,1999-10-18,2019-10-18,False,English,Expired
172697,102260,Interstate affairs. Wars and diplomacy,Racism,Richard C. Ordonez,23922,345099,500299,,2007-03-11,2027-03-11,False,English,Approved
172699,101214,International political economy,Racism,Linpeng Dong,575351,345100,500300,,2017-07-20,2037-07-20,True,English,Approved
172707,101016,Global politics. Environment and resource preserving,Racism,Joanna Oracz,10203,345101,500301,,2001-08-03,2021-08-03,True,English,Approved
172708,102466,The code of honor and loyalty oaths,Racism,Cristian Farías,654885,345102,500302,,1990-02-14,2010-02-14,True,English,Expired
172716,100191,The concept of open society and politics,Racism,Amedeo Balbi &,300401,345103,500303,,1991-06-09,2011-06-09,True,English,Expired
172724,101781,Corruptions in politics and the ways to eliminate it,Racism,Peter Broecker,987414,345104,500304,,1983-04-12,2003-04-12,False,English,Expired
172728,101928,Positivism: pros and cons,Racism,Benyamin Davaji,975261,345105,500305,,1991-05-25,2011-05-25,True,English,Expired
172730,102276,Constructivism: pros and cons,Racism,A. Soloviev,413129,345106,500306,,2001-08-21,2021-08-21,False,English,Approved
172732,100438,Politics in media,Racism,Bi-Yi Wu,6352,345107,500307,,2017-09-07,2037-09-07,True,English,Approved
172741,101104,The role of public relations in politics,Racism,S. Harrison &,32043,345108,500308,,1984-04-20,2004-04-20,True,English,Expired
172746,100268,Nationalism versus globalization,Racism,Hamid T. Chorsi,110955,345109,500309,,1992-09-26,2012-09-26,True,English,Expired
172752,100469,Rational Choice Theory,Racism,Alexander N. Tait,704476,345110,500310,,1995-04-22,2015-04-22,True,English,Expired
172755,101289,Does the politics change when the morals of the society evolve?,Racism,Taha Ayari,443353,345111,500311,,1990-08-28,2010-08-28,False,English,Expired
172759,100995,Cultural pluralism,Racism,Z. H. Liu,481840,345112,500312,,1988-11-18,2008-11-18,True,English,Expired
172764,101425,The concept of common good and its impact on the politics,Racism,Fangzheng Zhang,969700,345113,500313,,1981-06-21,2001-06-21,True,English,Expired
172770,101207,The politics during peace and wartime,Racism,Mausumi Dikpati,732099,345114,500314,,1983-06-16,2003-06-16,False,English,Expired
172774,101447,Nonstate actors on international political arena,Racism,Zhao Jin,471553,345115,500315,,1989-05-08,2009-05-08,False,English,Expired
172780,101913,Why the result of exit polls is usually different from the result of actual elections?,Racism,S. Lang,257946,345116,500316,,2001-06-12,2021-06-12,False,English,Approved
172787,101595,The philosophy of politics,Racism,J. D. Clarkson,661123,345117,500317,,2007-12-27,2027-12-27,True,English,Approved
172790,102162,The impact of political scandals,Racism,M. V. Jabir &,965290,345118,500318,,2007-12-01,2027-12-01,True,English,Approved
172797,100569,Political anthropology,Racism,Ni Cui,606985,345119,500319,,2005-08-03,2025-08-03,False,English,Approved
172804,102451,Worldwide political dependencies,Racism,Ganesh Hegde &,662106,345120,500320,,1991-06-25,2011-06-25,True,English,Expired
172809,100071,Food preferences and sociology,Racism,R. Lopez-Delgado,603483,345121,500001,,2008-03-04,2028-03-04,True,English,Approved
172815,101885,Youth subcultures,Racism,Frederic Català,793150,345122,500002,,1992-02-28,2012-02-28,True,English,Expired
172821,101987,The phenomenon of hooligans,Racism,Shuping Wang,32988,345123,500003,,1981-08-07,2001-08-07,True,English,Expired
172824,100225,Gender sociology,Racism,Nabil Mohammad,277496,345124,500004,,1988-10-28,2008-10-28,True,English,Expired
172829,102372,Mass protests,Racism,Brian J. Frey,666316,345125,500005,,1987-07-03,2007-07-03,False,English,Expired
172836,100737,Secret communities and cults,Racism,S. von Malottki,5642,345126,500006,,2013-05-07,2033-05-07,False,English,Approved
172844,101056,Assimilation or synthesis of the new culture?,Biology,Kelvin J. A. Ooi,950742,345127,500007,,1984-09-04,2004-09-04,False,English,Expired
172849,101602,Life quality level,Biology,Haemin Kim &,947676,345128,500008,,1985-07-14,2005-07-14,False,English,Expired
172853,100317,Calculating risks in sociology,Biology,Iaroslav Gnilitskyi,382616,345129,500009,,1986-09-15,2006-09-15,False,English,Expired
172862,102466,Sociology of minorities,Biology,Chaoyang Ti,505367,345130,500010,,1999-06-26,2019-06-26,True,English,Expired
172868,100081,Sociology of senior age and dying,Biology,Elena Facco,122578,345131,500011,,2011-01-11,2031-01-11,False,English,Approved
172875,102395,Sociology of childhood,Biology,Yin Zhang,105360,345132,500012,,2019-11-23,2039-11-23,False,English,Approved
172882,100618,Family in sociology,Biology,Sunmi Shin,372148,345133,500013,,1987-01-01,2007-01-01,True,English,Expired
172886,101354,Personality types,Biology,C. D. W. Mosley,449155,345134,500014,,2011-12-15,2031-12-15,True,English,Approved
172888,101653,Behaviour in groups,Biology,K. Terada,773702,345135,500015,,2014-01-05,2034-01-05,True,English,Approved
172896,100434,"Involuntary groups (e.g. prison cells, school classes etc)",Biology,Yeonwoo Shin,736319,345136,500016,,2020-09-26,2040-09-26,True,English,Approved
172903,100786,Social hierarchy,Biology,Hyun-Cheol Song,497400,345137,500017,,1982-08-27,2002-08-27,True,English,Expired
172912,101061,Strategies of relationships,Biology,Christian Huber,180034,345138,500018,,2018-09-19,2038-09-19,False,English,Approved
172914,101722,Sociology and psychology,Biology,A. Velea,834063,345139,500019,,2021-12-15,2041-12-15,False,English,Approved
172917,102005,Sociology of conflicts,Biology,Romain Chevallier,914665,345140,500020,,1993-04-25,2013-04-25,True,English,Expired
172918,101587,Sociology of disasters,Biology,Nirakar Poudel,327548,345141,500021,,1994-04-21,2014-04-21,True,English,Expired
172924,102121,Sociobiology,Biology,Yong Meng Sua,87560,345142,500022,,2016-02-04,2036-02-04,False,English,Approved
172928,101474,Can human social patterns apply to some animals?,Biology,Jierong Cheng,914306,345143,500023,,1988-01-21,2008-01-21,True,English,Expired
172935,100338,Criminal sociology,Biology,Caterina Braggio,961557,345144,500024,,1987-09-11,2007-09-11,False,English,Expired
172944,100516,Sociology of violence,Biology,Jagyeong Kim,250172,345145,500025,,2015-01-22,2035-01-22,False,English,Approved
172947,101677,Altruism in sociological terms,Biology,Takuya Ohzono,816880,345146,500026,,2007-09-01,2027-09-01,False,English,Approved
